11;2020;1;3; N; 062.5; 070.2; 065.9; 056.6; 044.5; 038.8 
12;2020;1;3; N; 056.5; 064.4; 059.9; 054.1; 046.8; 040.2 
13;2020;1;3; N; 053.3; 059.2; 053.4; 043.8; 038.4; 037.0 
14;2020;1;3; N; 059.6; 066.8; 062.9; 057.3; 050.5; 046.3 
16;2020;1;3; N; 056.7; 066.1; 061.5; 049.4; 038.6; 037.0 
17;2020;1;3; N; 048.6; 058.3; 052.4; 043.5; 039.1; 038.0 
18;2020;1;3; N; 048.7; 058.7; 050.9; 042.9; 040.9; 040.0 
19;2020;1;3; N; 053.6; 063.8; 057.5; 048.4; 040.9; 037.1 
20;2020;1;3; N; 054.5; 065.4; 056.8; 047.5; 039.7; 038.2 
24;2020;1;3; N; 044.8; 053.2; 047.2; 043.0; 041.1; 040.1 
25;2020;1;3; N; 062.7; 068.0; 066.0; 061.8; 054.7; 048.3 
27;2020;1;3; N; 057.7; 070.6; 058.8; 049.5; 041.9; 038.6 
28;2020;1;3; N; 061.1; 072.5; 064.9; 048.7; 040.4; 038.7 
29;2020;1;3; N; 050.6; 063.4; 053.1; 039.5; 033.6; 032.2 
30;2020;1;3; N; 056.0; 064.6; 057.4; 049.2; 043.6; 041.5 
31;2020;1;3; N; 054.1; 066.9; 052.9; 047.6; 042.5; 040.1 
47;2020;1;3; N; 048.5; 061.0; 047.5; 042.2; 039.2; 038.1 
